id,IMDb,title,genres,overview
116,697843,Extraction 2,"Action,Thriller","Tasked with extracting a family who is at the mercy of a Georgian gangster, Tyler Rake infiltrates one of the world's deadliest prisons in order to save them. But when the extraction gets hot, and the gangster dies in the heat of battle, his equally ruthless brother tracks down Rake and his team to Vienna, in order to get revenge."
117,1147964,Angela,"Drama,Crime","In this biopic about the life and death of Ângela Diniz, Angela meets Raul and believes she has found someone who loves her free spirit as much as she does. The overwhelming attraction makes the couple drop everything and live the dream of rebuilding their lives on the beach. But the relationship declines into abuse and violence, giving rise to one of the most remembered murders in Brazil."
118,568124,Encanto,"Animation,Comedy","The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope."
119,439079,The Nun,"Horror,Thriller",A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.
120,588228,The Tomorrow War,"Action,Science Fiction,Adventure","The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet."
121,9552,The Exorcist,Horror,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith."
122,677179,Creed III,"Drama,Action","After dominating the boxing world, Adonis Creed has thrived in his career and family life. When a childhood friend and former boxing prodigy, Damian Anderson, resurfaces after serving a long sentence in prison, he is eager to prove that he deserves his shot in the ring. The face-off between former friends is more than just a fight. To settle the score, Adonis must put his future on the line to battle Damian — a fighter with nothing to lose."
123,1064835,The Seven Deadly Sins: Grudge of Edinburgh Part 2,"Action,Adventure,Animation","Reunited with Lancelot for the first time since their tragic accident, Tristan must learn to conquer his inner demons in order to save his mother's life."
124,505642,Black Panther: Wakanda Forever,"Action,Adventure,Science Fiction","Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda."
125,713704,Evil Dead Rise,"Horror,Thriller","A reunion between two estranged sisters gets cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable."
126,744276,After Ever Happy,"Romance,Drama","As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for."
127,536554,M3GAN,"Science Fiction,Horror","A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results."
128,537915,After,"Romance,Drama","Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life."
129,1129932,Rage,"Horror,Drama,Thriller","Alan and his father Alberto flee from the painful loss of his mother. While hiding in a secluded housing unit, Alan discovers hidden messages from his uncle that lead him to believe that his father is a werewolf. His life and his neighbors’ lives are in danger. Alan decides to do something once for all. Destroying the beast does not seem a far-fetched plan in the violent reality he lives day by day."
130,1018754,Shortcomings,"Comedy,Drama,Romance","When his girlfriend leaves for New York City on a 3-month-long internship, a strongly opinionated Berkeley arthouse movie theater manager begins exploring life as a bachelor."
131,606403,Special Delivery,"Action,Crime",A black-market cabbie drives criminals at breakneck speeds until she is left in charge of a fugitive's son.
132,457332,Hidden Strike,"Action,Adventure,Thriller,Comedy",Two elite soldiers must escort civilians through a gauntlet of gunfire and explosions.
133,1152797,Freestyle,"Crime,Action,Thriller","Trying to check out a recording from his debut album, a street rapper and his friend run into trouble when a major drug deal turns into a total disaster for them."
134,423108,The Conjuring: The Devil Made Me Do It,"Horror,Thriller","Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense."
135,536437,Hypnotic,"Thriller,Science Fiction",A detective becomes entangled in a mystery involving his missing daughter and a secret government program while investigating a string of reality-bending crimes.
